teks,label
"BUKU PEMBANTU PAJAK
Tahun Anggaran
Kementerian / Lembaga
Unit Organisasi
Provinsi/Kabupaten/Kota
Satuan Kerja

Dokumen
Nomor/Tanggal Dokumen
12,00

(2021)
(054)
(01)
(22.00)
(429171)

(01)

09-12-2021

BADAN PUSAT STATISTIK
Badan Pusat Statistik

BALI

BADAN PUSAT STATISTIK PROP. BALI

DIPA

DIPA-054.01.2.429171/2021

/ 28-01-2021

DIPA-054.01.2.429171/2021 Revisi ke 12

KPPN

(037)

DENPASAR
 

TGL

|Bulan : Desember

NO. Bi

Bo2t

URAIAN

Penerimaan (Debet)

 

PPN

PPh Ps 21

PPh Ps 22 | PPh Ps 23

Lain-lain

Pengeluaran
Kredit

Saldo",1
"BUKU PEMBANTU PAJAK
Tahun Anggaran

(2021)
Kementerian / Lembaga : (054) BADAN PUSAT STATISTIK
Unit Organisasi : (01) Badan Pusat Statistik
Provinsi/Kabupaten/Kota : (35.01) KAB. BULUNGAN
Satuan Kerja > (416002) BADAN PUSAT STATISTIK PROP. KALIMANTAN UTARA
Dokumen (01) DIPA

Nomor/Tanggal Dokumen

DIPA-054.01.2.416002/2021

23-11-2020

12,00 + 14-12-2021 DIPA-054.01.2.416002/2021 Revisi ke 12

KPPN (185) TANJUNG SELOR

Bulan : Desember

Penerimaan (Debet) Pengeluaran
TGL | NO. B/K URAIAN | Saldo
PPN PPh Ps 21 | PPh Ps 22 | PPh Ps 23 | Lain-lain Kredit",1
"BUKU PEMBANTU PAJAK

Tahun Anggaran : (2021)

Kementerian / Lembaga : (054) BADAN PUSAT STATISTIK

Unit Organisasi > (01) Badan Pusat Statistik

Provinsi/Kabupaten/Kota : (04.00) DI YOGYAKARTA

Satuan Kerja : (019209) BADAN PUSAT STATISTIK PROP. D.I. YOGYAKARTA

Dokumen : (1) DIPA

Nemor/Tanggal Dokumen > DIPA-G54.01.2.019209/2021  23-11-2020
9,00 : 16-12-2021 DIPA-054.01.2.019209/2021 Revisi ke 09

KPPN * (030) YOGYAKARTA

Bulan : Desember|2021

Penerimaan (Debet)
TGL | NO, BK URAIAN  Pengeluaran Saldo
PPN PPh Ps 21 | PPh Ps 22 | PPh Ps 23 | Lain-lain Kredit",1
"BUKU PEMBANTU PAJAK

Tahun Anggaran
Kementerian / Lembaga
Unit Organisasi
Provinsi/Kabupaten/Kota
Satuan Kerja

Dokumen

Nomor/Tanggal Dokumen
13,00

KPPN


(2021)
(054)
(01)
(03.00)
(018843)

BADAN PUSAT STATISTIK

JAWA TENGAH
BPS PROVINSI JAWA TENGAH

(01) DIPA
DIPA-054.01.2.018843/2021 /
28-12-2021
(134)

23-11-2020
DIPA-054.01.2.018843/2021 Revisi ke 13
SEMARANG II

 

Bulan : Desember 2021

Penerimaan (Debet)

TGL

NO. B/K

URAIAN

 

PPN

PPh Ps 21

PPh Ps 22

PPh Ps 23

Lain-lain

Pengeluaran
Kredit

Saldo",1
"BUKU PEMBANTU PAJAK
Tahun Anggaran
Kementerian / Lembaga
Unit Organisasi
Provinsi/Kabupaten/Kota
Satuan Kerja

(2021)

(054) BADAN PUSAT STATISTIK
(01} Badan Pusat Statistik
(29.00) BANTEN

(636892) BADAN PUSAT STATISTIK PROP. BANTEN

Dokumen (01) DIPA

Nomor/Tanggal Dokumen DIPA-054,01.2.636892/2021 / 23-11-2020
10,00 24-12-2021 DIPA-054.01.2.636892/2021 Revisi ke 10

KPPN (020) SERANG

Bulan : Desember|2021

Penerimaan (Debet) Pengeluaran
TGL |NO. BK URAIAN . Saldo
PPN PPh Ps 27 | PPh Ps 22 | PPh Ps 23 | Lain-lain Kredit",1
"BUKU PEMBANTU PAJAK
Tahun Anggaran
Kementerian / Lembaga

: (2021)
: (054)

Unit Organisasi

: (01)

Badan Pusat Statistik

Provinsi/Kabupaten/Kota

: (32.00)
: (667058)

KEPULAUAN RIAU

Satuan Kerja
Dokumen
Nomor/Tanggal Dokumen
10,00
KPPN

BADAN PUSAT STATISTIK

BADAN PUSAT STATISTIK PROP. KEPULAUAN RIAU

: (01)
DIPA
: DIPA-054.01.2.667058/2021
: 28-12-2021
: (009)


23-11-2020

DIPA-054.01.2.667058/2021 Revisi ke 10
TANJUNG PINANG

Tanggal : 01-12-2021 s/d 31-12-2021
Penerimaan (Debet)

TGL

PPN
Saldo Awal
23-12-202

Pengeluaran

URAIAN

NO. B/K

10.563.784

PPh Ps 21

PPh Ps 22

1.832.850

3.129.539

001824 Pungut Pajak PPH Pasal 23 Nomor

Kredit

PPh Ps 23 Lain-lain",1
"BUKU PEMBANTU PAJAK
Tahun Anggaran
Kementerian / Lembaga

: (2021)
: (054)

Unit Organisasi

: (01)

Badan Pusat Statistik

Provinsi/Kabupaten/Kota

: (34.00)
: (667062)

PROP. SULAWESI BARAT

Satuan Kerja
Dokumen
Nomor/Tanggal Dokumen
14,00
KPPN

BADAN PUSAT STATISTIK

BADAN PUSAT STATISTIK PROP. SULAWESI BARAT

: (01)
DIPA
: DIPA-054.01.2.667062/2021
: 23-12-2021
: (178)

/

23-11-2020

DIPA-054.01.2.667062/2021 Revisi ke 14
MAMUJU

Bulan : Desember 2021
TGL

NO. B/K

URAIAN
Saldo Awal

02-12-202

Penerimaan (Debet)

PPN
65.953.952

002526 Pungut Pajak PPN Nomor Kuitansi

PPh Ps 21

PPh Ps 22

11.627.715

10.562.712

Pengeluaran

PPh Ps 23 Lain-lain",1
"BUKU PEMBANTU PAJAK
Tahun Anggaran
Kementerian / Lembaga

: (2021)
: (054)

Unit Organisasi

: (01)

Badan Pusat Statistik

Provinsi/Kabupaten/Kota

: (25.08)
: (429542)

KAB. JAYAWIJAYA

Satuan Kerja
Dokumen
Nomor/Tanggal Dokumen
9,00
KPPN

BADAN PUSAT STATISTIK

BADAN PUSAT STATISTIK KAB. JAYAWIJAYA

: (01)
DIPA
: DIPA-054.01.2.429542/2021
: 28-12-2021
: (113)

/

23-11-2020

DIPA-054.01.2.429542/2021 Revisi ke 09
WAMENA

Bulan : Desember 2021
TGL

NO. B/K

URAIAN
Saldo Awal

20-12-202

Penerimaan (Debet)

PPN
21.724.302

000872 Pungut Pajak PPH Pasal 21 Nomor

PPh Ps 21

PPh Ps 22

8.993.550

6.230.103

Pengeluaran
Kredit

PPh Ps 23 Lain-lain
0

0

Saldo",1
"BUKU PEMBANTU PAJAK

Tahun Anggaran : (2021)

Kementerian / Lembaga : (054) BADAN PUSAT STATISTIK
Unit Organisasi : Badan Pusat Statistik
Provinsi/Kabupaten/Kota : (33.01) KAB. MANOKWARI

Satuan Kerja

(429502) BADAN PUSAT STATISTIK KAB. MANOKWARI

Dokumen (01) DIPA
Nomor/Tanggal Dokumen > DIPA-054.01.2.429502/2021 {23-11-2020
10,00 t 27-12-2021 DIPA-054.01.2.429502/2021 Revisi ke 10
KPPN : (065) MANOKWARI
Bulan : Desember B021
Penerimaan (Debet) Pengeluaran
TGL | NO. BIK URAIAN — Saldo
PPN PPh Ps 21 | PPh Ps 22 | PPh Ps 23 | Lain-lain Kredit",1
"BUKU PEMBANTU PAJAK
Tahun Anggaran
Kementerian / Lembaga

: (2021)
: (054)

BADAN PUSAT STATISTIK

Unit Organisasi

: (01)

Badan Pusat Statistik

Provinsi/Kabupaten/Kota

: (01.00)
: (018580)

DKI JAKARTA

Satuan Kerja
Dokumen
Nomor/Tanggal Dokumen
8,00
KPPN

BADAN PUSAT STATISTIK D.K.I JAKARTA

: (01)
DIPA
: DIPA-054.01.2.018580/2021
: 30-11-2021
: (019)

/

23-11-2020

DIPA-054.01.2.018580/2021 Revisi ke 08
JAKARTA II

Tanggal : 01-01-2021 s/d 30-09-2021
Penerimaan (Debet)

TGL

NO. B/K

PPN
Saldo Awal
15-02-202

Pengeluaran

URAIAN
PPh Ps 21
0

000054 Pungut Pajak Via Rekening PPH

PPh Ps 22
0

Kredit

PPh Ps 23 Lain-lain",1
"BUKU PEMBANTU PAJAK
Tahun Anggaran

: (2021)

Kementerian / Lembaga

: (054)

Unit Organisasi

: (01)

Badan Pusat Statistik

Provinsi/Kabupaten/Kota

: (01.00)

DKI JAKARTA

Satuan Kerja

: (018576)

SEKRETARIAT UTAMA BADAN PUSAT STATISTIK

Dokumen

: (01)

DIPA

Nomor/Tanggal Dokumen

: DIPA-054.01.1.018576/2021

6,00
KPPN

BADAN PUSAT STATISTIK

: 08-10-2021
: (019)

/

23-11-2020

DIPA-054.01.1.018576/2021 Revisi ke 06
JAKARTA II

Bulan : Juli 2021
TGL

NO. B/K

Penerimaan (Debet)

URAIAN
PPN
Saldo Awal

01-07-202

18.579.867

001797 LPJ 1 021: Nomor Transaksi

PPh Ps 21
62.391.290

PPh Ps 22
3.174.512

Pengeluaran
Kredit

PPh Ps 23 Lain-lain",1
"BUKU PEMBANTU PAJAK

Tahun Anggaran

Kementerian / Lembaga : (054)

Unit Organisasi

Provinsi/Kabupaten/Kota

Satuan Kerja

Dokumen

KPPN

Bulan : Juli 20241

(2021)

: (01)
: (06.00)
* (019649)

: (01) DIPA
Nomor/Tanggal Dokumen : DIPA-054.01.2.019649/2021

: (001)

BANDA ACEH

BADAN PUSAT STATISTIK
Badan Pusat Statistik

ACEH
BADAN PUSAT STATISTIK PROVINSI ACEH

/ 23-11-2020

 

TGL

NO. B/K

URAIAN

Penerimaan (Debet)

 

PPN

PPh Ps 21

PPh Ps 22 | PPh Ps 23

Kredit",1
"BUKU PEMBANTU PAJAK
 

Tahun Anggaran : (2021)

Kementerian / Lembaga + (054) BADAN PUSAT STATISTIK

Unit Organisasi : (01) Badan Pusat Statistik

Provinsl/Kabupaten/Kota : (12.00) LAMPUNG

Satuan Kerja + (428321) BADAN PUSAT STATISTIK PROP. LAMPUNG

Dokumen > (01) DIPA

Nomor/Tanggal Dokumen + DIPA-054.01.2.428321/2021 23-11-2020
6,00 : 12-08-2021 DIPA-054.01.2.428321/2021 Revisi ke 06

KPPN > (017) BANDAR LAMPUNG

Bulan : Juli 2021

Penerimaan (Debet)
TGL |No. BK URAIAN  Pengeluaran Saldo
PPN PPh Ps 21 | PPh Ps 22 | PPh Ps 23 | Lain-lain Kredit",1
"BUKU PEMBANTU PAJAK

Tahun Anggaran

+ (2021)

Kementerian / Lembaga : (054) BADAN PUSAT STATISTIK
Unit Organisasi : (01) Badan Pusat Statistik
Provinsi/Kabupaten/Kota : (24.00) NUSA TENGGARA TIMUR

Satuan Kerja

(429332) BADAN PUSAT STATISTIK PROP. NUSA TENGGARA TIMUR
 
Dokumen : (01) DIPA

Nomor/Tanggal Dokumen : DIPA-054.01.2.429332/2021 / 23-11-2020

KPPN : (039) KUPANG

Bulan : Desember 2021

Penerimaan (Debet) Pengeluaran
TGL |NO. B/K URAIAN 2 Saldo
PPN PPh Ps 21 | PPh Ps 22 | PPh Ps 23 | Lain-lain Kredit",1
"BUKU PEMBANTU PAJAK
Tahun Anggaran
Kementerian / Lembaga

: (2021)
: (054)

Unit Organisasi

: (01)

Badan Pusat Statistik

Provinsi/Kabupaten/Kota

: (23.00)
: (429269)

NUSA TENGGARA BARAT

Satuan Kerja
Dokumen
Nomor/Tanggal Dokumen
8,00
KPPN

BADAN PUSAT STATISTIK

BADAN PUSAT STATISTIK PROP. NUSA TENGGARA BARAT

: (01)
DIPA
: DIPA-054.01.2.429269/2021
: 11-11-2021
: (038)

/

23-11-2020

DIPA-054.01.2.429269/2021 Revisi ke 08
MATARAM

Tanggal : 01-01-2021 s/d 30-09-2021
TGL

NO. B/K

URAIAN
Saldo Awal

12-01-202

Penerimaan (Debet)

PPN

PPh Ps 21
0

000014 Pungut Pajak PPH Pasal 21 Nomor

0

PPh Ps 22

Pengeluaran
Kredit

PPh Ps 23 Lain-lain",1
"BUKU PEMBANTU PAJAK

Tahun Anggaran

: (2021)
Kementerian / Lembaga (054) BADAN PUSAT STATISTIK
Unit Organisasi : (01 Badan Pusat Statistik
Provinsi/Kabupaten/Keota : (02.00) JAWA BARAT
Satuan Kerja (018597) BADAN PUSAT STATISTIK PROP. JAWA BARAT
Dokumen : (01) DIPA
Nomor/Tanggal Dokumen : DIPA-054,01,2.018597/2021 / 23-11-2020
KPPN 2 (095 BANDUNG II
Bulan : Juli 2027
Penerimaan (Debet) Pengeluaran
TGL |NO. BIK URAIAN : : — Saldo
PPN PPh Ps 21 | PPh Ps 22 | PPh Ps 23 | Lain-lain Kredit",1
"BUKU PEMBANTU PAJAK

Tahun Anggaran

: (2021)
Kementerian / Lembaga : (054) BADAN PUSAT STATISTIK
Unit Organisasi : (01) Badan Pusat Statistik
Provinsi/Kabupaten/Kota : (10.00) JAMBI

Satuan Kerja

(428145) BADAN PUSAT STATISTIK PROP. JAMBI


Dokumen (01) DIPA

Nomor/Tanggal Dokumen DIPA-054.01.2.428145/2021 / 23-11-2020

KPPN (012) JAMBI

Bulan : Juli 2021

Penerimaan (Debet) Pengeluaran
TGL |NO. B/K URAIAN | Saldo
PPN PPh Ps 21 | PPhPs 22 | PPh Ps 23 | Lain-lain Kredit",1
" BUKU PEMBANTU PAJAK

Tahun Anggaran

Kementerian / Lembaga : (054)

Unit Organisasi

Provinsi/Kabupaten/Kota : (07.00) SUMATERA UTARA

Satuan Kerja

Dokumen

Nomor/Tanggal Dokumen

KPPN

Bulan : Juli 2021


(2021)

BADAN PUSAT STATISTIK

(01) Badan Pusat Statistik

(019759) BADAN PUSAT STATISTIK PROP, SUMATERA UTARA

(01) DIPA

DIPA-054.01,2,019759/2021

: (123) MEDAN II

/ 23-11-2020

 

TGL

NO. B/K

URAIAN

Penerimaan (Debet)

 

PPN

PPh Ps 21 | PPh Ps 22

PPh Ps 23

Lain-lain

Pengeluaran
Kredit

Saldo",1
"BUKU PEMBANTU PAJAK
 

Tahun Anggaran : (2021)

Kementerian / Lembaga (054)

Unit Organisasi : (01) Badan Pusat Statistik
Provinsi/KabupatenjKota (16.00) KALIMANTAN, TIMUR
Satuan Kerja (428635)

Dokumen : (01) DIPA
Nomor/Tanggal)Dokumen - : DIPA-054.01.2.428635/2021

BADAN PUSAT STATISTIK

BADAN PUSAT STATISTIK


 23-41-2020

PROP. KALIMANTAN TIMUR



3,00 : 10-06-2021 DIPA-054.01,2.428635/2021 Revisi ke 03
KPPN : (046) SAMARINDA
Sultan: Jpli 2021 |
Penerimaan|(Debet) Pengeluaran
TGL |NO.|B/K URAIAN Saldo
| PPN Ps 21 | PPhIRs 22 | PPh Ps 23 | Lain-lain Kredit ",1
"BERITA ACARA REKONSILIASI
Nomor: BAR-151729/WPB.09/KP.015/2021
Pada hari ini Senin tanggal Sepuluh bulan Januari tahun Dua Ribu Dua Puluh Dua telah
diselenggarakan rekonsiliasi Laporan Realisasi Anggaran antara BADAN PUSAT STATISTIK
PROP. KEPULAUAN BANGKA BELITUNG (636888) yang selanjutnya disebut Unit Akuntansi
Kuasa Pengguna Anggaran dengan Kantor Pelayanan Perbendaharaan Negara PANGKAL
PINANG, yang selanjutnya disebut Bendahara Umum Negara.
Kuasa Pengguna Anggaran menyampaikan Laporan Keuangan berupa Laporan Realisasi
Anggaran Belanja, Laporan Realisasi Anggaran Pengembalian Belanja Negara, Laporan Realisasi
Anggaran Pendapatan dan Laporan Realisasi Anggaran Pengembalian Pendapatan serta Neraca
sebagai bahan rekonsiliasi periode Desember 2021.
Selanjutnya Kuasa Bendahara Umum Negara menyediakan data transaksi, Laporan
Realisasi Anggaran, dan Neraca yang diproses berdasarkan Sistem Akuntansi Pusat (SiAP).
Rekonsiliasi dilaksanakan secara bersama-sama, yang hasilnya dituangkan dalam Berita Acara
Rekonsiliasi (BAR) ini dengan hasil sebagai berikut:
No.
1
2
3
4
5
6
7
8
9
10
11
12

Uraian
Pagu Belanja
Belanja
Pengembalian Belanja
Estimasi Pendapatan
Pendapatan Bukan Pajak
Pengembalian Pendapatan Bukan Pajak
Pengembalian Pajak
Mutasi Uang Persediaan
Kas di Bendahara Pengeluaran
Kas pada Badan Layanan Umum
Kas Lainnya di K/L dari Hibah
Pengesahan Hibah Langsung
Barang/Jasa/Surat Berharga

SiAP
14,074,244,000
13,955,538,145
-9,595,663
0
16,660,626
0
0
0
0
0
0
0

SAI
14,074,244,000
13,955,538,145
-9,595,663
0
16,660,626
0
0
0
0
0
0
0

Perbedaan",2
"BERITA ACARA REKONSILIASI
Nomor: BAR-46306/WPB.12/KP.095/2021
Pada hari ini Kamis tanggal Sembilan Belas bulan Agustus tahun Dua Ribu Dua Puluh Satu
telah diselenggarakan rekonsiliasi Laporan Realisasi Anggaran antara BADAN PUSAT STATISTIK
PROP. JAWA BARAT (018597) yang selanjutnya disebut Unit Akuntansi Kuasa Pengguna
Anggaran dengan Kantor Pelayanan Perbendaharaan Negara BANDUNG II, yang selanjutnya
disebut Bendahara Umum Negara.
Kuasa Pengguna Anggaran menyampaikan Laporan Keuangan berupa Laporan Realisasi
Anggaran Belanja, Laporan Realisasi Anggaran Pengembalian Belanja Negara, Laporan Realisasi
Anggaran Pendapatan dan Laporan Realisasi Anggaran Pengembalian Pendapatan serta Neraca
sebagai bahan rekonsiliasi periode Juli 2021.
Selanjutnya Kuasa Bendahara Umum Negara menyediakan data transaksi, Laporan
Realisasi Anggaran, dan Neraca yang diproses berdasarkan Sistem Akuntansi Pusat (SiAP).
Rekonsiliasi dilaksanakan secara bersama-sama, yang hasilnya dituangkan dalam Berita Acara
Rekonsiliasi (BAR) ini dengan hasil sebagai berikut:
No.
1
2
3
4
5
6
7
8
9
10
11
12

Uraian
Pagu Belanja
Belanja
Pengembalian Belanja
Estimasi Pendapatan
Pendapatan Bukan Pajak
Pengembalian Pendapatan Bukan Pajak
Pengembalian Pajak
Mutasi Uang Persediaan
Kas di Bendahara Pengeluaran
Kas pada Badan Layanan Umum
Kas Lainnya di K/L dari Hibah
Pengesahan Hibah Langsung
Barang/Jasa/Surat Berharga

SiAP
28,644,331,000
12,377,687,264
-24,940,815
0
46,070,425
0
0
389,523,140
389,523,140
0
0
0

SAI
28,644,331,000
12,377,687,264
-24,940,815
0
46,070,425
0
0
389,523,140
389,523,140
0
0
0

Perbedaan",2
"BERITA ACARA REKONSILIASI
Nomor: BAR-94186/WPB.30/KP.063/2021
Pada hari ini Kamis tanggal Tujuh bulan Oktober tahun Dua Ribu Dua Puluh Satu telah
diselenggarakan rekonsiliasi Laporan Realisasi Anggaran antara BADAN PUSAT STATISTIK
PROVINSI PAPUA (429460) yang selanjutnya disebut Unit Akuntansi Kuasa Pengguna Anggaran
dengan Kantor Pelayanan Perbendaharaan Negara JAYAPURA, yang selanjutnya disebut
Bendahara Umum Negara.
Kuasa Pengguna Anggaran menyampaikan Laporan Keuangan berupa Laporan Realisasi
Anggaran Belanja, Laporan Realisasi Anggaran Pengembalian Belanja Negara, Laporan Realisasi
Anggaran Pendapatan dan Laporan Realisasi Anggaran Pengembalian Pendapatan serta Neraca
sebagai bahan rekonsiliasi periode September 2021.
Selanjutnya Kuasa Bendahara Umum Negara menyediakan data transaksi, Laporan
Realisasi Anggaran, dan Neraca yang diproses berdasarkan Sistem Akuntansi Pusat (SiAP).
Rekonsiliasi dilaksanakan secara bersama-sama, yang hasilnya dituangkan dalam Berita Acara
Rekonsiliasi (BAR) ini dengan hasil sebagai berikut:
No.
1
2
3
4
5
6
7
8
9
10
11
12

Uraian
Pagu Belanja
Belanja
Pengembalian Belanja
Estimasi Pendapatan
Pendapatan Bukan Pajak
Pengembalian Pendapatan Bukan Pajak
Pengembalian Pajak
Mutasi Uang Persediaan
Kas di Bendahara Pengeluaran
Kas pada Badan Layanan Umum
Kas Lainnya di K/L dari Hibah
Pengesahan Hibah Langsung
Barang/Jasa/Surat Berharga

SiAP
24,424,328,000
14,415,347,876
-35,131,585
0
18,619,858
0
0
300,000,000
300,000,000
0
0
0

SAI
24,424,328,000
14,415,347,876
-35,131,585
0
18,619,858
0
0
300,000,000
300,000,000
0
0
0

Perbedaan",2
